"DISTINCTTERM","ABSTRACTNUMBER"
"communities",48
"12.3",48
"obscure",48
"antithrombotic",48
"granulomatous",48
"counting",48
"hepatocyte",48
"0.26",48
"non-neoplastic",48
"oedema",48
"0.49",48
"slower",48
"polypeptide",48
"fruits",48
"ninety",48
"knockout",48
"symptomatology",48
"diaphragmatic",48
"chemicals",48
"complained",48
"185",48
"whilst",48
"ultrastructure",48
"220",48
"surrounded",48
"impair",48
"forty-one",48
"10.8",48
"problematic",48
"perivascular",48
"hemangioma",48
"vertebral",48
"vegetations",48
"sublines",48
"curable",48
"idea",48
"neutropenic",48
"ease",48
"arose",48
"exceed",48
"collaborative",48
"declining",48
"pollutants",48
"asbestos-related",48
"glandular",48
"immunogenic",48
"unsuccessful",48
"angiograms",48
"patency",48
"13.1",48
"tricyclic",48
"digestion",48
"conducting",48
"peculiar",48
"alcoholic",48
"yrs",48
"3-dimensional",48
"huge",48
"insignificant",48
"disparities",48
"coal",48
"nonsignificant",48
"occlusive",48
"8.0",48
"doubt",48
"propranolol",47
"14.7",47
"155",47
"machine",47
"annular",47
"durable",47
"nonetheless",47
"appetite",47
"capillaries",47
"preventable",47
"glycosides",47
"listed",47
"newborns",47
"walking",47
"written",47
"academic",47
"pregnancies",47
"inactivated",47
"earliest",47
"satisfaction",47
"unsuspected",47
"spots",47
"rigid",47
"employees",47
"net",47
"thallium-201",47
"preferable",47
"micrograms",47
"quantitation",47
"restore",47
"hospitalizations",47
"thick",47
"conferred",47
"cetuximab",47
"closer",47
"anastomosis",47
"advanced-stage",47
"174",47
"coping",47
"favour",47
"top",47
"turned",47
"rigorous",47
"epirubicin",47
"hamster",47
"mg/kg/day",47
"deemed",47
"fixation",47
"149",47
"preload",47
"promoters",47
"bronchopleural",47
"ethanol",47
"t-test",47
"12.1",47
"victims",47
"personalized",47
"intoxication",47
"acquire",47
"ball",47
"selectivity",47
"dipyridamole",47
"sharp",47
"iii",47
"correspond",47
"stop",46
"echocardiographically",46
"sporadic",46
"plastic",46
"12.4",46
"osteogenic",46
"procedural",46
"dropped",46
"influenza",46
"skeleton",46
"resident",46
"potentiation",46
"freedom",46
"anomalous",46
"methyl",46
"gathered",46
"20.0",46
"0.024",46
"tracings",46
"intensities",46
"encourage",46
"simplified",46
"intractable",46
"synergistically",46
"arteriovenous",46
"formal",46
"cancer-specific",46
"rapamycin",46
"msec",46
"desired",46
"0.018",46
"multicentric",46
"depleted",46
"hierarchical",46
"forty-eight",46
"caval",46
"rating",46
"fate",46
"viewpoint",46
"predictable",46
"experiencing",46
"implants",46
"universal",46
"11.9",46
"161",46
"rendered",46
"computer-aided",46
"recommendation",46
"encoded",46
"longest",46
"aggregates",46
"meaning",46
"technic",46
"hemodynamically",46
"begin",46
"prostatic",46
"antigenic",46
"compelling",46
"persists",46
"geometry",46
"scientists",46
"noninvasively",46
"community-based",46
"consciousness",46
"bases",46
"0.38",46
"ataxia",46
"stump",46
"transporter",46
"calcifications",46
"aggressiveness",46
"radioactivity",46
"subclavian",46
"pituitary",46
"concentration-dependent",46
"thousand",46
"infancy",46
"preference",46
"depended",45
"raising",45
"oxaliplatin",45
"stiffness",45
"drive",45
"learned",45
"epitopes",45
"inspection",45
"hypothyroidism",45
"interplay",45
"prenatal",45
"hernia",45
"rectum",45
"miscellaneous",45
"appraisal",45
"12.9",45
"attitude",45
"chi-square",45
"ultrastructurally",45
"neuroblastoma",45
"cortisol",45
"verapamil",45
"142",45
"possesses",45
"strand",45
"adjunctive",45
"flap",45
"appearances",45
"leaflet",45
"disadvantages",45
"paralleled",45
"deals",45
"deserves",45
"circumference",45
"abnormally",45
"triglyceride",45
"mesothelial",45
"ulcer",45
"pulmonale",45
"high-quality",45
"predispose",45
"twofold",45
"age-specific",45
"tachyarrhythmias",45
"stains",45
"4th",45
"creating",45
"subpopulations",45
"popular",45
"cerebellar",45
"exacerbation",45
"overexpressing",45
"diabetics",45
"145",45
"facilitating",45
"escalating",45
"subpopulation",45
"potentiate",45
"suture",45
"online",45
"consumed",45
"scattered",45
"sensitization",45
"holds",45
"assuming",45
"tobacco-related",45
"layers",45
"maps",45
"dispersion",45
"adequacy",45
"compartments",45
"hydrogen",45
"office",45
"autopsied",44
"movements",44
"infiltrative",44
"non-significant",44
"187",44
"0.0004",44
"comprise",44
"transmural",44
"171",44
"postnatal",44
"thallium",44
"avoidance",44
"chorionic",44
"stratify",44
"choices",44
"percentile",44
"17.6",44
"suited",44
"refused",44
"139",44
"principally",44
"thermodilution",44
"nationwide",44
"chemokine",44
"chrysotile",44
"invited",44
"strictly",44
"decompensated",44
"two-thirds",44
"nonsquamous",44
"intracerebral",44
"0.66",44
"intercostal",44
"dot",44
"sarcomatoid",44
"approached",44
"patch",44
"leukaemia",44
"ingestion",44
"vulnerable",44
"signature",44
"completing",44
"displaying",44
"hyperlipidemia",44
"pancreatitis",44
"urethane",44
"densities",44
"0.028",44
"follicular",44
"immunoperoxidase",44
"eosinophilia",44
"surveyed",44
"9.9",44
"suicide",44
"carcinomatosis",44
"wider",44
"deformation",44
"board",44
"57.1",44
"myosin",44
"remodelling",44
"constituents",44
"isovolumic",44
"oesophageal",44
"scarce",44
"qualitatively",44
"standardization",44
"acidosis",44
"escape",44
"teratoma",44
"thirty-nine",44
"interquartile",44
"10.9",44
"0.56",44
"1.01",44
"therapeutically",44
"indispensable",44
"video",44
"extra",44
"calculating",44
"0.39",44
"12.7",44
"mainstay",44
"12.6",44
"sonography",43
"hilum",43
"interactive",43
"walk",43
"passed",43
"property",43
"beat",43
"gradients",43
"1.03",43
"granulomas",43
"width",43
"devastating",43
"decay",43
"well-being",43
"18.2",43
"incompletely",43
"kill",43
"transvenous",43
"corticosteroid",43
"slides",43
"southern",43
"labelled",43
"166",43
"slices",43
"workplace",43
"multislice",43
"inversion",43
"compensatory",43
"alternate",43
"rules",43
"stenoses",43
"iodine",43
"constraints",43
"fold",43
"dose-related",43
"discriminating",43
"interim",43
"unsatisfactory",43
"conclusive",43
"titers",43
"notes",43
"0.53",43
"readers",43
"0.54",43
"viruses",43
"choose",43
"defense",43
"ethical",43
"appreciable",43
"beta-catenin",43
"cell-cell",43
"discordant",43
"quantifying",43
"implementing",43
"acceleration",43
"institute",43
"1.06",43
"13.4",43
"increment",43
"certificates",43
"aldosterone",43
"ruled",43
"suspension",43
"deteriorated",43
"numerical",43
"280",43
"uncontrolled",43
"shifts",43
"erythrocyte",43
"free-floating",43
"impacts",43
"immunoblotting",43
"450",43
"0.50",43
"determines",43
"pre-treatment",43
"scenarios",43
"methylation-specific",43
"scanners",43
"210",43
"fibres",43
"0.000",43
"63-year-old",43
"regressions",43
"coli",43
"orthogonal",43
"stimulus",43
"0.41",43
"alters",43
"3-week",43
"aerosol",43
"cytomegalovirus",43
"hepatoma",43
"code",43
"chemotherapy-induced",43
"13.2",42
"uranium",42
"square",42
"10-fold",42
".98",42
"proximity",42
"keratin",42
"inhabitants",42
"lineage",42
"two-year",42
"146",42
"station",42
"belonging",42
"0.022",42
"cardiography",42
"plausible",42
"topics",42
"threatening",42
"thickened",42
"mothers",42
"break",42
"1965",42
"echoes",42
"shifted",42
"serotonin",42
"purification",42
"0.24",42
"persist",42
"synergy",42
"advocated",42
"cover",42
"anaesthetic",42
"firm",42
"daunorubicin",42
"acetylcholine",42
"arranged",42
"177",42
"190",42
"cardioverter",42
"167",42
"committee",42
"fails",42
"realized",42
"0.21",42
"diploid",42
"whole-brain",42
"arrested",42
"cyanotic",42
"faced",42
"narrowing",42
"calcitonin",42
"cavitary",42
"ploidy",42
"recessive",42
"transmitted",42
"comprises",42
"orifice",42
"13.7",42
"28.6",42
"700",42
"endoplasmic",42
"attenuate",42
"granuloma",42
"ocular",42
"deoxycytidine",42
"0.027",42
"1969",42
"intention",41
"tandem",41
"nadir",41
"0.0003",41
"neurons",41
"16.1",41
"0.14",41
"engineering",41
"trait",41
"introducing",41
"undiagnosed",41
"danger",41
"nonsurgical",41
"format",41
"quick",41
"therapeutical",41
"thrombin",41
"three-year",41
"hyperglycemia",41
"bridge",41
"45.5",41
"adulthood",41
"effectors",41
"64-year-old",41
"0.44",41
"responsibility",41
"60-year-old",41
"private",41
"senile",41
"coming",41
"bronchiolo-alveolar",41
"technetium-99m",41
"radiosurgery",41
"competing",41
"blunt",41
"1990s",41
"american",41
"anchorage-independent",41
"cardioverter-defibrillator",41
"high-performance",41
"-12",41
"201",41
"protecting",41
"mapped",41
"merits",41
"fish",41
"adds",41
"opinions",41
"triggers",41
"multimodal",41
"followed-up",41
"reserved",41
"appropriateness",41
"vitamins",41
"transit",41
"sex-matched",41
"femur",41
"overweight",41
"image-guided",41
"69-year-old",41
"peaks",41
"0.42",41
"subdivided",41
"retinoic",41
"forty-three",41
"endovascular",41
"cyclosporine",41
"elucidation",41
"complaining",41
"radio",41
"prerequisite",41
"glycogen",41
"1.10",41
"two-stage",41
"polychemotherapy",41
".99",41
"1971",41
"electrophoretic",41
"blind",41
"statistic",41
"anesthetized",41
"retrograde",41
"persisting",41
"hyperplastic",41
"register",41
"consist",41
"contour",41
"1.02",41
"1950",41
"oblique",41
"dismal",41
"eliminating",41
"pair",41
"lining",41
"prednisone",41
"designing",41
"dataset",41
"specialty",40
"chromogranin",40
"urgently",40
"event-free",40
"anti-metastatic",40
"diesel",40
"copper",40
"aneuploid",40
"exponential",40
"uninvolved",40
"sixty-one",40
"pig",40
"256",40
"15.5",40
"transcatheter",40
"taxanes",40
"0.23",40
"peroxide",40
"cell-based",40
"secrete",40
"pose",40
"potentiated",40
"1500",40
"contractions",40
"memory",40
"government",40
"ductus",40
"preferential",40
"anthracycline-induced",40
"alcoholism",40
"14.9",40
"limbs",40
"instillation",40
"amine",40
"cyanosis",40
"cancer-free",40
"filled",40
"simulate",40
"arrhythmic",40
"10.1",40
"promptly",40
"eventual",40
"boost",40
"text",40
"arteriosus",40
"harbor",40
"breathlessness",40
"track",40
"cited",40
"21-day",40
"resolve",40
"questionable",40
"beats/min",40
"albeit",40
"breath-hold",40
"predictions",40
"chemoresistance",40
"carcinosarcoma",40
"1.05",40
"1.14",40
"intensified",40
"4-6",40
"positioned",40
"extrinsic",40
"caring",40
"nickel",40
"repression",40
"generates",40
"places",40
"correlating",40
"endometrial",40
"rodents",40
"epithelia",40
"0.037",40
"progressing",40
"tubes",40
"biosynthesis",40
"buffer",40
"bulky",40
"16.5",40
"trace",40
"grossly",40
"laminin",40
"misdiagnosed",40
"chimeric",40
"dissected",40
"71.4",40
"differently",40
"extends",40
"184",40
"trunk",40
"mailed",40
"epilepsy",39
"driving",39
"mitosis",39
"proteolytic",39
"extrahepatic",39
"mines",39
"mobilization",39
"cooking",39
"soft-tissue",39
"23.8",39
"delineate",39
"chains",39
"erythrocytes",39
"deficiencies",39
"decompensation",39
"switch",39
"constructs",39
"routes",39
"fitted",39
"histograms",39
"expectations",39
"characterizing",39
"forty-nine",39
"clues",39
"57-year-old",39
"links",39
"cyclin-dependent",39
"athlete",39
"fifty-five",39
"edition",39
"proteomics",39
"87.5",39
"lysosomal",39
"182",39
"achievable",39
"extensive-stage",39
"pumping",39
"dysfunctions",39
"intramuscular",39
"unpredictable",39
"outline",39
"underlie",39
"intraoperatively",39
"labelling",39
"filaments",39
"simulations",39
"pelvis",39
"decisive",39
"coexistence",39
"0-2",39
"constantly",39
"distinctly",39
"equivocal",39
"single-center",39
"resembled",39
"devoid",39
"vulnerability",39
"50.0",39
"biopsied",39
"favoring",39
"subcarinal",39
"cortex",39
"absorbed",39
"20.6",39
"biliary",39
"repeatedly",39
"noteworthy",39
"gases",39
"norepinephrine",39
"theoretically",39
"integrating",39
"fifty-seven",39
"acidic",39
"dose-volume",39
"cyclooxygenase",39
"investigates",39
"0.19",39
"innate",39
"cartilage",39
"interface",39
"tea",39
"undetected",39
"chordae",39
"interleukin-6",39
"turnover",39
"15.3",39
"0.34",39
"prothrombin",39
"beating",39
"cell-cycle",39
"typing",39
"urea",39
"ubiquitous",39
"interferon-gamma",39
"classifications",39
"beta1",39
"22.5",39
"increments",38
"renin",38
"progresses",38
"facts",38
"washout",38
"cycling",38
"osteoporosis",38
"inform",38
"212",38
"x-rays",38
"193",38
"thymidylate",38
"open-label",38
"cytolytic",38
"prototype",38
"acoustic",38
"posterolateral",38
",000",38
"match",38
"hemangioendothelioma",38
"autophagy",38
"conjugated",38
"adduct",38
"tumorous",38
"bombesin",38
"mucoepidermoid",38
"expense",38
"weaning",38
"concentration-time",38
"mucous",38
"computer-assisted",38
"nephrotoxicity",38
"paramount",38
"accrued",38
"short-axis",38
"0.37",38
"subpleural",38
"inbred",38
"epinephrine",38
"homogeneity",38
"circuit",38
"0.30",38
"reactivation",38
"mucin",38
"microg",38
"nonresponders",38
"delivering",38
"demonstrable",38
"searches",38
"analgesia",38
"cytosol",38
"bronchioles",38
"oligonucleotide",38
"chances",38
"checkpoint",38
"doublet",38
"immunoblot",38
"prolongs",38
"calendar",38
"interpreting",38
"tracers",38
"constriction",38
"scanned",38
"1.08",38
"15.8",38
"a549",38
"efflux",38
"53-year-old",38
"redox",38
"14.8",38
"shoulder",38
"0.019",38
"girls",38
"calls",38
"sixty-five",38
"serially",38
"methodologies",38
"electrophysiology",38
"52-year-old",38
"non-smoking",38
"dependency",38
"branches",38
"transduced",38
"outlines",38
".002",38
"1.04",38
"liposomes",38
"163",38
"saving",38
"157",37
"urokinase",37
"clotting",37
"steadily",37
"disturbed",37
"biomedical",37
"anastomotic",37
"cerebrospinal",37
"adhesions",37
"apoptosis-inducing",37
"relates",37
"1966",37
"disrupted",37
"discussions",37
"self-report",37
"stores",37
"policies",37
"pleuropulmonary",37
"0.27",37
".003",37
"built",37
"c-myc",37
"detector",37
"anti-tumour",37
"audit",37
"addiction",37
"finger",37
"ratings",37
"exceeds",37
"abscesses",37
"embryonal",37
"tuberous",37
"sarcomatous",37
"laparotomy",37
"manually",37
"clot",37
"localised",37
"wt",37
"restaging",37
"ferritin",37
"answers",37
"von",37
"disease-related",37
"render",37
"tetralogy",37
"renewed",37
"phospholipid",37
"cationic",37
"chemistry",37
"3-fold",37
"vagal",37
"oncologist",37
"mutagenic",37
"14.6",37
"high-throughput",37
"penetration",37
"lies",37
"primaries",37
"172",37
"positives",37
"microm",37
"antidepressant",37
"1980s",37
"peaked",37
"haemoglobin",37
"anaerobic",37
"analogous",37
"answered",37
"suggestion",37
"homology",37
"sixth",37
"alveoli",37
"intolerance",37
"fifty-eight",37
"glycoside",37
"0.59",37
"3-5",37
"deacetylase",37
"unfavourable",37
"threefold",37
"localisation",37
"0.36",37
"bromide",37
"cavitation",37
"cardioplegia",37
"infiltrated",37
"mutants",37
"adjustments",37
"transposition",37
"oxidized",37
"progesterone",37
"vegetable",37
"opened",37
"10,000",37
"splenic",37
"70-year-old",37
"two-sided",37
"0.22",37
"originate",36
"nitrosamine",36
"formulated",36
"treatable",36
"21st",36
"exhaust",36
"neuron",36
"maneuver",36
"72-year-old",36
"anti-proliferative",36
"imperative",36
"investigational",36
"interacting",36
"counterpulsation",36
